TIMESTAMP,BOT,TICKER,ACTION,AMOUNT,PRICE,TOTAL
2026-01-09 20:40:02.845546,up_down_bot,NOK,BUY,2524,6.475,16342.9
2026-01-09 20:40:02.892201,tmf_bot,UWMC,BUY,3298,5.265,17363.969999999998
2026-01-09 20:40:02.914247,up_down_bot,CRWV,BUY,200,79.97,15994.0
2026-01-09 20:40:02.941368,up_down_bot,ORCL,BUY,78,199.23,15539.939999999999
2026-01-09 20:40:02.981785,up_down_bot,AMZN,BUY,62,246.825,15303.15
2026-01-09 20:40:02.988381,tmf_bot,QBTS,BUY,589,28.875,17007.375
2026-01-09 20:40:03.037651,tmf_bot,NIO,BUY,3560,4.685,16678.6
2026-01-09 20:40:03.039827,up_down_bot,BBD,BUY,4346,3.47,15080.62
2026-01-09 20:40:03.047219,random_bot,ACHR,SELL,1981,8.7666,17366.6346
2026-01-09 20:40:03.081739,up_down_bot,NU,BUY,849,17.4003,14772.854700000002
2026-01-09 20:40:03.085637,random_bot,SMR,SELL,881,20.5034,18063.4954
2026-01-09 20:40:03.085694,tmf_bot,SOUN,BUY,1387,11.7842,16344.6854
2026-01-09 20:40:03.094390,random_bot,OKLO,BUY,58,104.62,6067.96
2026-01-09 20:40:03.130436,tmf_bot,AGNC,BUY,1397,11.465,16016.605
2026-01-09 20:40:03.130554,up_down_bot,CLSK,BUY,1238,11.695,14478.41
2026-01-09 20:40:03.130677,random_bot,SNAP,SELL,1832,8.225,15068.199999999999
2026-01-09 20:40:03.179664,up_down_bot,BAC,BUY,253,56.0754,14187.076200000001
2026-01-09 20:40:03.198705,tmf_bot,JOBY,BUY,1020,15.3901,15697.902
2026-01-09 20:40:03.248403,up_down_bot,VZ,BUY,341,40.695,13876.995
2026-01-09 20:40:03.260553,random_bot,SOFI,BUY,217,27.42,5950.14
2026-01-09 20:40:03.306610,up_down_bot,GOOGL,BUY,41,330.17,13536.970000000001
2026-01-09 20:40:03.327439,random_bot,BMNR,SELL,485,30.445,14765.825
2026-01-09 20:40:03.365106,tmf_bot,MSTR,BUY,97,157.89,15315.329999999998
2026-01-09 20:40:03.375628,tmf_bot,NOK,BUY,2328,6.475,15073.8
2026-01-09 20:40:03.394280,random_bot,WBD,BUY,202,28.895,5836.79
2026-01-09 20:40:03.394402,up_down_bot,HPE,BUY,599,22.275,13342.724999999999
2026-01-09 20:40:03.422162,random_bot,AGNC,BUY,500,11.465,5732.5
2026-01-09 20:40:03.455459,tmf_bot,RIG,BUY,3506,4.2143,14775.335799999999
2026-01-09 20:40:03.476534,up_down_bot,NKE,BUY,199,65.545,13043.455
2026-01-09 20:40:03.476579,tmf_bot,RKLB,BUY,170,85.05,14458.5
2026-01-09 20:40:03.484861,random_bot,PLTR,BUY,31,177.6883,5508.3373
2026-01-09 20:40:03.494351,up_down_bot,SNDK,BUY,33,378.6799,12496.436699999998
2026-01-09 20:40:03.520897,random_bot,NVO,BUY,93,59.1,5496.3
2026-01-09 20:40:03.523184,up_down_bot,EOSE,BUY,838,15.005,12574.19
2026-01-09 20:40:03.541490,tmf_bot,AG,BUY,753,18.845,14190.285
2026-01-09 20:40:03.544892,tmf_bot,PSLV,BUY,525,26.46,13891.5
2026-01-09 20:40:03.586831,up_down_bot,HBAN,BUY,676,18.235,12326.859999999999
2026-01-09 20:40:03.586880,random_bot,JOBY,BUY,351,15.3901,5401.9251
2026-01-09 20:40:03.591450,tmf_bot,T,BUY,564,24.155,13623.42
2026-01-09 20:40:03.591572,up_down_bot,GGB,BUY,3056,3.955,12086.48
2026-01-09 20:40:03.602912,up_down_bot,FCX,BUY,209,56.53,11814.77
2026-01-09 20:40:03.603507,random_bot,MARA,SELL,1362,10.1897,13878.3714
2026-01-09 20:40:03.642943,up_down_bot,HPQ,BUY,547,21.21,11601.87
2026-01-09 20:40:03.648385,tmf_bot,HOOD,BUY,115,115.615,13295.724999999999
2026-01-09 20:40:03.652915,tmf_bot,CLF,BUY,1027,12.745,13089.115
2026-01-09 20:40:03.669017,up_down_bot,STLA,BUY,1050,10.835,11376.75
2026-01-09 20:40:03.672121,random_bot,MU,SELL,36,343.395,12362.22
2026-01-09 20:40:03.673773,up_down_bot,KO,BUY,158,70.3725,11118.855
2026-01-09 20:40:03.674166,tmf_bot,EOSE,BUY,855,15.005,12829.275000000001
2026-01-09 20:40:03.680622,random_bot,SMCI,SELL,446,30.5799,13638.6354
2026-01-09 20:40:03.685183,up_down_bot,SLB,BUY,243,44.8185,10890.8955
2026-01-09 20:40:03.685337,tmf_bot,WMT,BUY,109,114.845,12518.105
2026-01-09 20:40:03.685377,random_bot,MSTR,SELL,78,157.89,12315.419999999998
2026-01-09 20:40:03.692024,up_down_bot,LRCX,BUY,49,218.1976,10691.6824
2026-01-09 20:40:03.720023,tmf_bot,AVGO,BUY,35,346.06,12112.1
2026-01-09 20:40:03.720142,random_bot,PFE,SELL,514,25.425,13068.45
2026-01-09 20:40:03.740101,random_bot,NOK,SELL,2238,6.475,14491.05
2026-01-09 20:40:03.742571,random_bot,RIVN,BUY,277,19.0786,5284.7722
2026-01-09 20:40:03.742616,up_down_bot,NLY,BUY,449,23.3575,10487.5175
2026-01-09 20:40:03.762106,tmf_bot,WULF,BUY,934,12.93,12076.619999999999
2026-01-09 20:40:03.764436,up_down_bot,GOOG,BUY,31,330.89,10257.59
2026-01-09 20:40:03.764610,tmf_bot,FCX,BUY,209,56.53,11814.77
2026-01-09 20:40:03.774597,random_bot,AAPL,BUY,19,259.9,4938.099999999999
2026-01-09 20:40:03.779357,tmf_bot,HL,BUY,516,22.465,11591.94
2026-01-09 20:40:03.795844,tmf_bot,HPQ,BUY,536,21.21,11368.560000000001
2026-01-09 20:40:03.829371,random_bot,RIG,BUY,1208,4.2143,5090.8744
2026-01-09 20:40:03.829475,tmf_bot,CMCSA,BUY,391,28.4539,11125.474900000001
2026-01-09 20:40:03.835317,random_bot,CIFR,SELL,629,16.675,10488.575
2026-01-09 20:40:03.857010,random_bot,BTG,BUY,1094,4.56,4988.639999999999
2026-01-09 20:40:03.863748,random_bot,AG,SELL,503,18.845,9479.035
2026-01-09 20:40:03.880118,tmf_bot,RXRX,BUY,2351,4.645,10920.394999999999
2026-01-09 20:40:03.880203,random_bot,NU,BUY,281,17.4003,4889.4843
2026-01-09 20:40:03.908167,random_bot,CDE,BUY,235,20.355,4783.425
2026-01-09 20:40:03.924354,random_bot,CLSK,BUY,401,11.695,4689.695
2026-01-09 20:40:03.924401,tmf_bot,LUNR,BUY,555,19.2814,10701.177000000001
2026-01-09 20:40:03.925642,random_bot,YMM,SELL,947,10.42,9867.74
2026-01-09 20:40:03.942321,tmf_bot,KO,BUY,149,70.3725,10485.5025
2026-01-09 20:40:03.945712,random_bot,BAC,BUY,82,56.0754,4598.1828000000005
2026-01-09 20:40:03.954280,random_bot,VZ,BUY,110,40.695,4476.45
2026-01-09 20:40:03.961601,random_bot,T,BUY,183,24.155,4420.365
2026-01-09 20:40:03.973487,random_bot,AMD,BUY,21,204.655,4297.755
2026-01-09 20:40:03.987224,random_bot,HOOD,SELL,74,115.615,8555.51
2026-01-09 20:40:04.007015,random_bot,CLF,SELL,714,12.745,9099.93
2026-01-09 20:40:04.009647,macd_crossover_bot,UWMC,SELL,3715,5.265,19559.475
2026-01-09 20:40:04.010168,random_bot,EXK,BUY,400,10.6,4240.0
2026-01-09 20:40:04.016504,random_bot,EOSE,BUY,277,15.005,4156.385
2026-01-09 20:40:04.036595,random_bot,AVGO,SELL,22,346.06,7613.32
2026-01-09 20:40:04.053250,random_bot,HBAN,SELL,461,18.235,8406.335
2026-01-09 20:40:04.057455,random_bot,GGB,BUY,1031,3.955,4077.605
2026-01-09 20:40:04.068438,random_bot,AUR,SELL,1607,4.725,7593.075
2026-01-09 20:40:04.082615,random_bot,WULF,SELL,600,12.93,7758.0
2026-01-09 20:40:04.094605,random_bot,HL,SELL,359,22.465,8064.935
2026-01-09 20:40:04.111764,random_bot,STLA,SELL,675,10.835,7313.625000000001
2026-01-09 20:40:04.112376,random_bot,CMCSA,BUY,140,28.4539,3983.5460000000003
2026-01-09 20:40:04.113937,random_bot,MSFT,BUY,8,478.85,3830.8
2026-01-09 20:40:04.121384,random_bot,BTE,BUY,1155,3.325,3840.375
2026-01-09 20:40:04.124684,random_bot,UUUU,SELL,386,18.15,7005.9
2026-01-09 20:40:04.127794,random_bot,IBRX,SELL,2857,2.355,6728.235
2026-01-09 20:40:04.130563,random_bot,ITUB,BUY,506,7.435,3762.1099999999997
2026-01-09 20:40:04.130774,stoch_bot,NOK,BUY,3088,6.475,19994.8
2026-01-09 20:40:04.131818,random_bot,CMG,BUY,92,39.79,3660.68
2026-01-09 20:40:04.131984,stoch_bot,CRWV,BUY,245,79.97,19592.65
2026-01-09 20:40:04.267870,obv_bot,NVDA,BUY,107,186.035,19905.745
2026-01-09 20:40:04.268316,obv_bot,PLUG,BUY,8851,2.2145,19600.539500000003
2026-01-09 20:40:04.268702,obv_bot,RKT,BUY,845,22.725,19202.625
2026-01-09 20:40:04.268960,obv_bot,WBD,BUY,651,28.895,18810.645
2026-01-09 20:40:04.269197,obv_bot,PLTR,BUY,103,177.6883,18301.8949
2026-01-09 20:40:04.269462,obv_bot,SMCI,BUY,591,30.5799,18072.7209
2026-01-09 20:40:04.269632,obv_bot,ORCL,BUY,88,199.23,17532.239999999998
2026-01-09 20:40:04.269852,obv_bot,AMZN,BUY,70,246.825,17277.75
2026-01-09 20:40:04.270083,obv_bot,VZ,BUY,418,40.695,17010.51
2026-01-09 20:40:04.270235,obv_bot,GOOGL,BUY,50,330.17,16508.5
2026-01-09 20:40:04.270342,obv_bot,SNDK,BUY,43,378.6799,16283.2357
2026-01-09 20:40:04.270497,obv_bot,EOSE,BUY,1068,15.005,16025.34
2026-01-09 20:40:04.270597,obv_bot,FCX,BUY,277,56.53,15658.81
2026-01-09 20:40:04.270735,obv_bot,HPQ,BUY,725,21.21,15377.25
2026-01-09 20:40:04.270945,obv_bot,KO,BUY,214,70.3725,15059.715
2026-01-09 20:40:04.271089,obv_bot,LRCX,BUY,67,218.1976,14619.2392
2026-01-09 20:40:04.271197,obv_bot,GOOG,BUY,43,330.89,14228.269999999999
2026-01-09 20:41:02.099775,random_bot,PLUG,BUY,4815,2.2159,10669.5585
2026-01-09 20:41:02.135263,random_bot,OPEN,SELL,890,7.4007,6586.623
2026-01-09 20:41:02.173044,random_bot,RKT,BUY,459,22.74,10437.66
2026-01-09 20:41:02.209290,up_down_bot,APLD,BUY,267,37.68,10060.56
2026-01-09 20:41:02.269070,random_bot,NVDA,SELL,34,186.02,6324.68
2026-01-09 20:41:02.331429,tmf_bot,PLUG,BUY,4638,2.2159,10277.3442
2026-01-09 20:41:02.351240,up_down_bot,INTC,BUY,218,45.2429,9862.9522
2026-01-09 20:41:02.357181,random_bot,QBTS,SELL,543,28.8824,15683.1432
2026-01-09 20:41:02.367161,tmf_bot,ITUB,BUY,1354,7.435,10066.99
2026-01-09 20:41:02.367201,rsi_bot,ACHR,BUY,2234,8.7701,19592.4034
2026-01-09 20:41:02.383641,random_bot,F,BUY,723,14.165,10241.295
2026-01-09 20:41:02.445194,rsi_bot,CRWV,BUY,239,80.08,19139.12
2026-01-09 20:41:02.478294,up_down_bot,NVDA,SELL,107,186.02,19904.14
2026-01-09 20:41:02.505860,up_down_bot,ONDS,BUY,689,14.05,9680.45
2026-01-09 20:41:02.505999,random_bot,UWMC,SELL,3162,5.26,16632.12
2026-01-09 20:41:02.515822,up_down_bot,NFLX,BUY,106,89.0699,9441.4094
2026-01-09 20:41:02.522512,up_down_bot,QBTS,BUY,322,28.8824,9300.1328
2026-01-09 20:41:02.541553,up_down_bot,BBAI,BUY,1463,6.23,9114.49
2026-01-09 20:41:02.628728,up_down_bot,SMR,BUY,433,20.5881,8914.6473
2026-01-09 20:41:02.651920,random_bot,COMP,BUY,772,13.0,10036.0
2026-01-09 20:41:02.679830,up_down_bot,COMP,BUY,673,13.0,8749.0
2026-01-09 20:41:02.685381,random_bot,ACHR,BUY,1122,8.7701,9840.0522
2026-01-09 20:41:02.756510,up_down_bot,ACHR,BUY,978,8.7701,8577.157799999999
2026-01-09 20:41:02.801976,up_down_bot,SOUN,BUY,712,11.805,8405.16
2026-01-09 20:41:02.815660,random_bot,RGTI,BUY,383,25.135,9626.705
2026-01-09 20:41:02.859823,up_down_bot,RGTI,BUY,327,25.135,8219.145
2026-01-09 20:41:02.862255,random_bot,IREN,SELL,343,46.74,16031.820000000002
2026-01-09 20:41:02.888166,random_bot,SOFI,SELL,217,27.43,5952.3099999999995
2026-01-09 20:41:02.888296,up_down_bot,IREN,BUY,172,46.74,8039.280000000001
2026-01-09 20:41:02.945452,random_bot,KVUE,BUY,561,16.84,9447.24
2026-01-09 20:41:03.062276,random_bot,NOK,BUY,1430,6.475,9259.25
2026-01-09 20:41:03.103129,up_down_bot,SOFI,BUY,288,27.43,7899.84
2026-01-09 20:41:03.200750,up_down_bot,KVUE,BUY,460,16.84,7746.4
2026-01-09 20:41:03.203140,random_bot,DNN,SELL,4981,3.28,16337.679999999998
2026-01-09 20:41:03.235757,up_down_bot,OKLO,BUY,72,104.82,7547.039999999999
2026-01-09 20:41:03.249771,up_down_bot,SNAP,BUY,905,8.23,7448.150000000001
2026-01-09 20:41:03.295116,random_bot,WBD,SELL,202,28.895,5836.79
2026-01-09 20:41:03.301868,up_down_bot,MARA,BUY,715,10.203,7295.1449999999995
2026-01-09 20:41:03.316034,random_bot,AGNC,SELL,500,11.465,5732.5
2026-01-09 20:41:03.338024,random_bot,MARA,BUY,889,10.203,9070.466999999999
2026-01-09 20:41:03.354236,up_down_bot,PLTR,SELL,97,177.565,17223.805
2026-01-09 20:41:03.373031,up_down_bot,PFE,BUY,281,25.445,7150.045
2026-01-09 20:41:03.393725,up_down_bot,MU,BUY,20,343.52,6870.4
2026-01-09 20:41:03.393777,random_bot,AAPL,SELL,19,259.84,4936.959999999999
2026-01-09 20:41:03.424882,random_bot,PFE,BUY,349,25.445,8880.305
2026-01-09 20:41:03.426284,up_down_bot,ASTS,BUY,69,98.9219,6825.611099999999
2026-01-09 20:41:03.431222,up_down_bot,VALE,SELL,1193,13.975,16672.175
2026-01-09 20:41:03.431275,random_bot,MSTR,BUY,55,157.93,8686.15
2026-01-09 20:41:03.456051,random_bot,RIVN,SELL,277,19.06,5279.62
2026-01-09 20:41:03.474142,random_bot,GRAB,SELL,2905,4.875,14161.875
2026-01-09 20:41:03.494779,random_bot,RIG,SELL,1208,4.215,5091.72
2026-01-09 20:41:03.500102,up_down_bot,MSTR,BUY,42,157.93,6633.06
2026-01-09 20:41:03.506908,up_down_bot,NVO,BUY,111,59.12,6562.32
2026-01-09 20:41:03.509767,random_bot,CIFR,BUY,512,16.6737,8536.9344
2026-01-09 20:41:03.515701,up_down_bot,RIG,BUY,1536,4.215,6474.24
2026-01-09 20:41:03.550236,up_down_bot,RKLB,BUY,74,85.06,6294.4400000000005
2026-01-09 20:41:03.550317,random_bot,RKLB,SELL,156,85.06,13269.36
2026-01-09 20:41:03.566569,up_down_bot,ORCL,SELL,78,199.215,15538.77
2026-01-09 20:41:03.573607,up_down_bot,AMZN,SELL,62,246.77,15299.74
2026-01-09 20:41:03.575722,random_bot,AMZN,SELL,47,246.77,11598.19
2026-01-09 20:41:03.632661,up_down_bot,NVTS,BUY,613,10.1314,6210.548199999999
2026-01-09 20:41:03.649399,random_bot,HIMS,SELL,330,32.345,10673.85
2026-01-09 20:41:03.651302,up_down_bot,PSLV,BUY,230,26.475,6089.25
2026-01-09 20:41:03.666875,up_down_bot,BAC,SELL,253,56.075,14186.975
2026-01-09 20:41:03.673796,random_bot,BBD,SELL,2968,3.47,10298.960000000001
2026-01-09 20:41:03.678226,up_down_bot,HPE,SELL,599,22.265,13336.735
2026-01-09 20:41:03.692657,random_bot,NU,SELL,281,17.405,4890.805
2026-01-09 20:41:03.693293,up_down_bot,T,BUY,247,24.17,5969.990000000001
2026-01-09 20:41:03.705422,random_bot,YMM,BUY,803,10.42,8367.26
2026-01-09 20:41:03.707453,up_down_bot,ABEV,BUY,2291,2.555,5853.505
