TIMESTAMP,BOT,VALUE
2026-01-09 21:10:06.150681,sma_crossover_bot,998745.9268000001
2026-01-09 21:10:06.163090,ema_crossover_bot,999566.6417999996
2026-01-09 21:10:06.178602,macd_crossover_bot,998505.4051999999
2026-01-09 21:10:06.179394,obv_bot,1000458.4975000003
2026-01-09 21:10:06.200428,random_bot,999959.8523000011
2026-01-09 21:10:06.201461,rsi_bot,999813.0540000006
2026-01-09 21:10:06.202072,up_down_bot,1000504.919099999
2026-01-09 21:10:06.203152,stoch_bot,1000959.3416999999
2026-01-09 21:10:06.203757,cci_bot,1000000
2026-01-09 21:10:06.204279,tmf_bot,1000889.0359999997
2026-01-09 21:11:04.547679,sma_crossover_bot,998735.1033999999
2026-01-09 21:11:04.608715,ema_crossover_bot,999562.3153999997
2026-01-09 21:11:04.683886,macd_crossover_bot,998527.546
2026-01-09 21:11:04.901283,obv_bot,1000458.4975000003
2026-01-09 21:11:04.923843,random_bot,999625.9193000008
2026-01-09 21:11:04.941064,rsi_bot,999813.0540000006
2026-01-09 21:11:04.963732,up_down_bot,1000504.9190999988
2026-01-09 21:11:04.981892,stoch_bot,1000959.3416999999
2026-01-09 21:11:04.982979,cci_bot,1000000
2026-01-09 21:11:04.983857,tmf_bot,1000889.0359999997
2026-01-09 21:12:04.756358,sma_crossover_bot,998563.5681
2026-01-09 21:12:04.920706,ema_crossover_bot,999527.9689999997
2026-01-09 21:12:04.973837,macd_crossover_bot,998523.1651999999
2026-01-09 21:12:05.070349,obv_bot,1000486.3019000002
2026-01-09 21:12:05.092523,random_bot,999265.164100001
2026-01-09 21:12:05.111578,rsi_bot,999864.1840000006
2026-01-09 21:12:05.130972,up_down_bot,1000371.664999999
2026-01-09 21:12:05.148272,stoch_bot,1000952.0656999999
2026-01-09 21:12:05.149174,cci_bot,1000000
2026-01-09 21:12:05.150052,tmf_bot,1000889.0359999997
2026-01-09 21:13:10.254198,sma_crossover_bot,998621.9323000001
2026-01-09 21:13:10.431505,ema_crossover_bot,999566.9151999997
2026-01-09 21:13:10.451418,macd_crossover_bot,998523.1651999999
2026-01-09 21:13:10.498789,obv_bot,1000466.5962000003
2026-01-09 21:13:10.523285,random_bot,999348.1269000003
2026-01-09 21:13:10.543963,rsi_bot,999916.7992000005
2026-01-09 21:13:10.569700,up_down_bot,1000445.4397999991
2026-01-09 21:13:10.593055,stoch_bot,1000977.2401999999
2026-01-09 21:13:10.595295,cci_bot,1000000
2026-01-09 21:13:10.597193,tmf_bot,1000889.0359999997
2026-01-09 21:14:07.760681,sma_crossover_bot,998359.2959999997
2026-01-09 21:14:07.859112,ema_crossover_bot,999463.0150999995
2026-01-09 21:14:07.966150,macd_crossover_bot,998529.0852
2026-01-09 21:14:08.145564,obv_bot,1000338.2243000004
2026-01-09 21:14:08.164591,random_bot,999015.4446999998
2026-01-09 21:14:08.183395,rsi_bot,999647.2378000004
2026-01-09 21:14:08.201852,up_down_bot,1000023.3206999995
2026-01-09 21:14:08.220398,stoch_bot,1000856.5795999999
2026-01-09 21:14:08.221539,cci_bot,1000000
2026-01-09 21:14:08.222073,tmf_bot,1000889.0359999997
2026-01-09 21:15:05.105889,sma_crossover_bot,998401.2144999999
2026-01-09 21:15:05.221733,ema_crossover_bot,999493.5704999996
2026-01-09 21:15:05.315665,macd_crossover_bot,998535.0051999999
2026-01-09 21:15:05.403157,obv_bot,1000421.3986000002
2026-01-09 21:15:05.424274,random_bot,999034.4975000002
2026-01-09 21:15:05.443236,rsi_bot,999747.4648000002
2026-01-09 21:15:05.465042,up_down_bot,1000091.642799999
2026-01-09 21:15:05.484386,stoch_bot,1000944.0104999999
2026-01-09 21:15:05.485402,cci_bot,1000000
2026-01-09 21:15:05.485886,tmf_bot,1000889.0359999997
2026-01-09 21:16:05.017045,sma_crossover_bot,998438.6547000001
2026-01-09 21:16:05.124012,ema_crossover_bot,999512.0163999997
2026-01-09 21:16:05.209045,macd_crossover_bot,998564.5593999999
2026-01-09 21:16:05.432660,obv_bot,1000534.8152000004
2026-01-09 21:16:05.450364,random_bot,999205.4411
2026-01-09 21:16:05.469360,rsi_bot,999891.0144000005
2026-01-09 21:16:05.489336,up_down_bot,1000325.992699999
2026-01-09 21:16:05.508746,stoch_bot,1001179.9704000002
2026-01-09 21:16:05.509916,cci_bot,1000000
2026-01-09 21:16:05.526942,tmf_bot,1000889.0359999997
2026-01-09 21:17:05.003841,sma_crossover_bot,998461.6711999997
2026-01-09 21:17:05.093984,ema_crossover_bot,999547.8205999999
2026-01-09 21:17:05.223569,macd_crossover_bot,998551.0552000001
2026-01-09 21:17:05.310544,obv_bot,1000619.6722000005
2026-01-09 21:17:05.333892,random_bot,999154.9964000002
2026-01-09 21:17:05.353751,rsi_bot,999859.5084000005
2026-01-09 21:17:05.373031,up_down_bot,1000208.0473999991
2026-01-09 21:17:05.390482,stoch_bot,1001091.0825
2026-01-09 21:17:05.391185,cci_bot,1000000
2026-01-09 21:17:05.408221,tmf_bot,1000869.8839999997
2026-01-09 21:18:04.814382,sma_crossover_bot,998481.5189999999
2026-01-09 21:18:04.948842,ema_crossover_bot,999583.9027999997
2026-01-09 21:18:05.011939,macd_crossover_bot,998512.1852
2026-01-09 21:18:05.199628,obv_bot,1000591.7913000003
2026-01-09 21:18:05.216744,random_bot,999116.0008000004
2026-01-09 21:18:05.229913,rsi_bot,999614.2117000005
2026-01-09 21:18:05.245711,up_down_bot,1000101.8718999993
2026-01-09 21:18:05.264751,stoch_bot,1000872.0651000001
2026-01-09 21:18:05.265936,cci_bot,1000000
2026-01-09 21:18:05.283002,tmf_bot,1000856.9039999997
2026-01-09 21:19:04.463121,sma_crossover_bot,998551.8289
2026-01-09 21:19:04.542029,ema_crossover_bot,999622.8649999998
